,Ethnicity,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
4521,Black,Full-time,England,2015/16,Upper second class honours,7925
4522,Black,Full-time,England,2015/16,Lower second class honours,6370
4523,Black,Full-time,England,2015/16,Third class honours/Pass,1635
4524,Black,Full-time,England,2015/16,Unclassified,435
4525,Black,Part-time,England,2015/16,First class honours,70
4526,Black,Part-time,England,2015/16,Upper second class honours,480
4527,Black,Part-time,England,2015/16,Lower second class honours,870
4528,Black,Part-time,England,2015/16,Third class honours/Pass,685
4529,Black,Part-time,England,2015/16,Unclassified,140
4530,Black,Full-time,Northern Ireland,2015/16,First class honours,0
4531,Black,Full-time,Northern Ireland,2015/16,Upper second class honours,10
4532,Black,Full-time,Northern Ireland,2015/16,Lower second class honours,5
4533,Black,Full-time,Northern Ireland,2015/16,Third class honours/Pass,5
4534,Black,Full-time,Northern Ireland,2015/16,Unclassified,5
4535,Black,Part-time,Northern Ireland,2015/16,First class honours,0
4536,Black,Part-time,Northern Ireland,2015/16,Upper second class honours,0
4537,Black,Part-time,Northern Ireland,2015/16,Lower second class honours,0
4538,Black,Part-time,Northern Ireland,2015/16,Third class honours/Pass,0
4539,Black,Part-time,Northern Ireland,2015/16,Unclassified,0
4540,Black,Full-time,Scotland,2015/16,First class honours,20
4541,Black,Full-time,Scotland,2015/16,Upper second class honours,75
4542,Black,Full-time,Scotland,2015/16,Lower second class honours,65
4543,Black,Full-time,Scotland,2015/16,Third class honours/Pass,15
4544,Black,Full-time,Scotland,2015/16,Unclassified,140
4545,Black,Part-time,Scotland,2015/16,First class honours,0
4546,Black,Part-time,Scotland,2015/16,Upper second class honours,5
4547,Black,Part-time,Scotland,2015/16,Lower second class honours,5
4548,Black,Part-time,Scotland,2015/16,Third class honours/Pass,5
4549,Black,Part-time,Scotland,2015/16,Unclassified,35
4550,Black,Full-time,Wales,2015/16,First class honours,25
4551,Black,Full-time,Wales,2015/16,Upper second class honours,135
4552,Black,Full-time,Wales,2015/16,Lower second class honours,95
4553,Black,Full-time,Wales,2015/16,Third class honours/Pass,25
4554,Black,Full-time,Wales,2015/16,Unclassified,15
4555,Black,Part-time,Wales,2015/16,First class honours,0
4556,Black,Part-time,Wales,2015/16,Upper second class honours,5
4557,Black,Part-time,Wales,2015/16,Lower second class honours,5
4558,Black,Part-time,Wales,2015/16,Third class honours/Pass,0
4559,Black,Part-time,Wales,2015/16,Unclassified,0
4560,Black,Full-time,England,2016/17,First class honours,2435
4561,Black,Full-time,England,2016/17,Upper second class honours,8500
4562,Black,Full-time,England,2016/17,Lower second class honours,6430
4563,Black,Full-time,England,2016/17,Third class honours/Pass,1650
4564,Black,Full-time,England,2016/17,Unclassified,400
4565,Black,Part-time,England,2016/17,First class honours,70
4566,Black,Part-time,England,2016/17,Upper second class honours,450
4567,Black,Part-time,England,2016/17,Lower second class honours,825
4568,Black,Part-time,England,2016/17,Third class honours/Pass,665
4569,Black,Part-time,England,2016/17,Unclassified,105
4570,Black,Full-time,Northern Ireland,2016/17,First class honours,5
4571,Black,Full-time,Northern Ireland,2016/17,Upper second class honours,15
4572,Black,Full-time,Northern Ireland,2016/17,Lower second class honours,15
4573,Black,Full-time,Northern Ireland,2016/17,Third class honours/Pass,0
4574,Black,Full-time,Northern Ireland,2016/17,Unclassified,5
4575,Black,Part-time,Northern Ireland,2016/17,First class honours,0
4576,Black,Part-time,Northern Ireland,2016/17,Upper second class honours,0
4577,Black,Part-time,Northern Ireland,2016/17,Lower second class honours,0
4578,Black,Part-time,Northern Ireland,2016/17,Third class honours/Pass,0
4579,Black,Part-time,Northern Ireland,2016/17,Unclassified,0
4580,Black,Full-time,Scotland,2016/17,First class honours,20
4581,Black,Full-time,Scotland,2016/17,Upper second class honours,115
4582,Black,Full-time,Scotland,2016/17,Lower second class honours,80
4583,Black,Full-time,Scotland,2016/17,Third class honours/Pass,25
4584,Black,Full-time,Scotland,2016/17,Unclassified,160
4585,Black,Part-time,Scotland,2016/17,First class honours,0
4586,Black,Part-time,Scotland,2016/17,Upper second class honours,0
4587,Black,Part-time,Scotland,2016/17,Lower second class honours,5
4588,Black,Part-time,Scotland,2016/17,Third class honours/Pass,5
4589,Black,Part-time,Scotland,2016/17,Unclassified,20
4590,Black,Full-time,Wales,2016/17,First class honours,40
4591,Black,Full-time,Wales,2016/17,Upper second class honours,155
4592,Black,Full-time,Wales,2016/17,Lower second class honours,105
4593,Black,Full-time,Wales,2016/17,Third class honours/Pass,30
4594,Black,Full-time,Wales,2016/17,Unclassified,15
4595,Black,Part-time,Wales,2016/17,First class honours,0
4596,Black,Part-time,Wales,2016/17,Upper second class honours,5
4597,Black,Part-time,Wales,2016/17,Lower second class honours,5
4598,Black,Part-time,Wales,2016/17,Third class honours/Pass,5
4599,Black,Part-time,Wales,2016/17,Unclassified,0
4600,Black,Full-time,England,2017/18,First class honours,2845
4601,Black,Full-time,England,2017/18,Upper second class honours,8940
4602,Black,Full-time,England,2017/18,Lower second class honours,6535
4603,Black,Full-time,England,2017/18,Third class honours/Pass,1600
4604,Black,Full-time,England,2017/18,Unclassified,425
4605,Black,Part-time,England,2017/18,First class honours,105
4606,Black,Part-time,England,2017/18,Upper second class honours,430
4607,Black,Part-time,England,2017/18,Lower second class honours,895
4608,Black,Part-time,England,2017/18,Third class honours/Pass,620
4609,Black,Part-time,England,2017/18,Unclassified,105
4610,Black,Full-time,Northern Ireland,2017/18,First class honours,5
4611,Black,Full-time,Northern Ireland,2017/18,Upper second class honours,10
4612,Black,Full-time,Northern Ireland,2017/18,Lower second class honours,10
4613,Black,Full-time,Northern Ireland,2017/18,Third class honours/Pass,0
4614,Black,Full-time,Northern Ireland,2017/18,Unclassified,0
4615,Black,Part-time,Northern Ireland,2017/18,First class honours,0
4616,Black,Part-time,Northern Ireland,2017/18,Upper second class honours,0
4617,Black,Part-time,Northern Ireland,2017/18,Lower second class honours,0
4618,Black,Part-time,Northern Ireland,2017/18,Third class honours/Pass,0
4619,Black,Part-time,Northern Ireland,2017/18,Unclassified,0
4620,Black,Full-time,Scotland,2017/18,First class honours,35
4621,Black,Full-time,Scotland,2017/18,Upper second class honours,90
4622,Black,Full-time,Scotland,2017/18,Lower second class honours,95
4623,Black,Full-time,Scotland,2017/18,Third class honours/Pass,20
4624,Black,Full-time,Scotland,2017/18,Unclassified,170
4625,Black,Part-time,Scotland,2017/18,First class honours,0
4626,Black,Part-time,Scotland,2017/18,Upper second class honours,5
4627,Black,Part-time,Scotland,2017/18,Lower second class honours,5
4628,Black,Part-time,Scotland,2017/18,Third class honours/Pass,5
4629,Black,Part-time,Scotland,2017/18,Unclassified,25
4630,Black,Full-time,Wales,2017/18,First class honours,50
4631,Black,Full-time,Wales,2017/18,Upper second class honours,140
4632,Black,Full-time,Wales,2017/18,Lower second class honours,145
4633,Black,Full-time,Wales,2017/18,Third class honours/Pass,25
4634,Black,Full-time,Wales,2017/18,Unclassified,15
4635,Black,Part-time,Wales,2017/18,First class honours,0
4636,Black,Part-time,Wales,2017/18,Upper second class honours,0
4637,Black,Part-time,Wales,2017/18,Lower second class honours,5
4638,Black,Part-time,Wales,2017/18,Third class honours/Pass,0
4639,Black,Part-time,Wales,2017/18,Unclassified,5
4640,Black,Full-time,England,2018/19,First class honours,3090
4641,Black,Full-time,England,2018/19,Upper second class honours,9435
4642,Black,Full-time,England,2018/19,Lower second class honours,6515
4643,Black,Full-time,England,2018/19,Third class honours/Pass,1685
4644,Black,Full-time,England,2018/19,Unclassified,345
4645,Black,Part-time,England,2018/19,First class honours,90
4646,Black,Part-time,England,2018/19,Upper second class honours,445
4647,Black,Part-time,England,2018/19,Lower second class honours,770
4648,Black,Part-time,England,2018/19,Third class honours/Pass,600
4649,Black,Part-time,England,2018/19,Unclassified,100
4650,Black,Full-time,Northern Ireland,2018/19,First class honours,0
4651,Black,Full-time,Northern Ireland,2018/19,Upper second class honours,10
4652,Black,Full-time,Northern Ireland,2018/19,Lower second class honours,10
4653,Black,Full-time,Northern Ireland,2018/19,Third class honours/Pass,0
4654,Black,Full-time,Northern Ireland,2018/19,Unclassified,5
4655,Black,Part-time,Northern Ireland,2018/19,First class honours,0
4656,Black,Part-time,Northern Ireland,2018/19,Upper second class honours,0
4657,Black,Part-time,Northern Ireland,2018/19,Lower second class honours,0
4658,Black,Part-time,Northern Ireland,2018/19,Third class honours/Pass,0
4659,Black,Part-time,Northern Ireland,2018/19,Unclassified,0
4660,Black,Full-time,Scotland,2018/19,First class honours,30
4661,Black,Full-time,Scotland,2018/19,Upper second class honours,115
4662,Black,Full-time,Scotland,2018/19,Lower second class honours,80
4663,Black,Full-time,Scotland,2018/19,Third class honours/Pass,15
4664,Black,Full-time,Scotland,2018/19,Unclassified,245
4665,Black,Part-time,Scotland,2018/19,First class honours,0
4666,Black,Part-time,Scotland,2018/19,Upper second class honours,10
4667,Black,Part-time,Scotland,2018/19,Lower second class honours,5
4668,Black,Part-time,Scotland,2018/19,Third class honours/Pass,10
4669,Black,Part-time,Scotland,2018/19,Unclassified,15
4670,Black,Full-time,Wales,2018/19,First class honours,55
4671,Black,Full-time,Wales,2018/19,Upper second class honours,150
4672,Black,Full-time,Wales,2018/19,Lower second class honours,110
4673,Black,Full-time,Wales,2018/19,Third class honours/Pass,30
4674,Black,Full-time,Wales,2018/19,Unclassified,15
4675,Black,Part-time,Wales,2018/19,First class honours,0
4676,Black,Part-time,Wales,2018/19,Upper second class honours,5
4677,Black,Part-time,Wales,2018/19,Lower second class honours,10
4678,Black,Part-time,Wales,2018/19,Third class honours/Pass,5
4679,Black,Part-time,Wales,2018/19,Unclassified,0
4680,Black,Full-time,England,2019/20,First class honours,4110
4681,Black,Full-time,England,2019/20,Upper second class honours,9915
4682,Black,Full-time,England,2019/20,Lower second class honours,5365
4683,Black,Full-time,England,2019/20,Third class honours/Pass,1095
4684,Black,Full-time,England,2019/20,Unclassified,485
4685,Black,Part-time,England,2019/20,First class honours,90
4686,Black,Part-time,England,2019/20,Upper second class honours,385
4687,Black,Part-time,England,2019/20,Lower second class honours,660
4688,Black,Part-time,England,2019/20,Third class honours/Pass,415
4689,Black,Part-time,England,2019/20,Unclassified,80
4690,Black,Full-time,Northern Ireland,2019/20,First class honours,5
4691,Black,Full-time,Northern Ireland,2019/20,Upper second class honours,15
4692,Black,Full-time,Northern Ireland,2019/20,Lower second class honours,5
4693,Black,Full-time,Northern Ireland,2019/20,Third class honours/Pass,0
4694,Black,Full-time,Northern Ireland,2019/20,Unclassified,5
4695,Black,Part-time,Northern Ireland,2019/20,First class honours,0
4696,Black,Part-time,Northern Ireland,2019/20,Upper second class honours,0
4697,Black,Part-time,Northern Ireland,2019/20,Lower second class honours,5
4698,Black,Part-time,Northern Ireland,2019/20,Third class honours/Pass,0
4699,Black,Part-time,Northern Ireland,2019/20,Unclassified,0
4700,Black,Full-time,Scotland,2019/20,First class honours,55
4701,Black,Full-time,Scotland,2019/20,Upper second class honours,140
4702,Black,Full-time,Scotland,2019/20,Lower second class honours,80
4703,Black,Full-time,Scotland,2019/20,Third class honours/Pass,10
4704,Black,Full-time,Scotland,2019/20,Unclassified,155
4705,Black,Part-time,Scotland,2019/20,First class honours,0
4706,Black,Part-time,Scotland,2019/20,Upper second class honours,0
4707,Black,Part-time,Scotland,2019/20,Lower second class honours,0
4708,Black,Part-time,Scotland,2019/20,Third class honours/Pass,5
4709,Black,Part-time,Scotland,2019/20,Unclassified,10
4710,Black,Full-time,Wales,2019/20,First class honours,75
4711,Black,Full-time,Wales,2019/20,Upper second class honours,180
4712,Black,Full-time,Wales,2019/20,Lower second class honours,125
4713,Black,Full-time,Wales,2019/20,Third class honours/Pass,20
4714,Black,Full-time,Wales,2019/20,Unclassified,20
4715,Black,Part-time,Wales,2019/20,First class honours,0
4716,Black,Part-time,Wales,2019/20,Upper second class honours,0
4717,Black,Part-time,Wales,2019/20,Lower second class honours,0
4718,Black,Part-time,Wales,2019/20,Third class honours/Pass,5
4719,Black,Part-time,Wales,2019/20,Unclassified,0
4720,Black,All,England,2014/15,First class honours,1845
4721,Black,All,England,2014/15,Upper second class honours,7830
4722,Black,All,England,2014/15,Lower second class honours,7130
4723,Black,All,England,2014/15,Third class honours/Pass,2235
4724,Black,All,England,2014/15,Unclassified,540
4725,Black,All,Northern Ireland,2014/15,First class honours,5
4726,Black,All,Northern Ireland,2014/15,Upper second class honours,10
4727,Black,All,Northern Ireland,2014/15,Lower second class honours,10
4728,Black,All,Northern Ireland,2014/15,Third class honours/Pass,5
4729,Black,All,Northern Ireland,2014/15,Unclassified,0
4730,Black,All,Scotland,2014/15,First class honours,25
4731,Black,All,Scotland,2014/15,Upper second class honours,85
4732,Black,All,Scotland,2014/15,Lower second class honours,85
4733,Black,All,Scotland,2014/15,Third class honours/Pass,15
4734,Black,All,Scotland,2014/15,Unclassified,175
4735,Black,All,Wales,2014/15,First class honours,35
4736,Black,All,Wales,2014/15,Upper second class honours,125
4737,Black,All,Wales,2014/15,Lower second class honours,140
4738,Black,All,Wales,2014/15,Third class honours/Pass,25
4739,Black,All,Wales,2014/15,Unclassified,10
4740,Black,All,England,2015/16,First class honours,2140
4741,Black,All,England,2015/16,Upper second class honours,8410
4742,Black,All,England,2015/16,Lower second class honours,7240
4743,Black,All,England,2015/16,Third class honours/Pass,2320
4744,Black,All,England,2015/16,Unclassified,575
4745,Black,All,Northern Ireland,2015/16,First class honours,0
4746,Black,All,Northern Ireland,2015/16,Upper second class honours,10
4747,Black,All,Northern Ireland,2015/16,Lower second class honours,10
4748,Black,All,Northern Ireland,2015/16,Third class honours/Pass,5
4749,Black,All,Northern Ireland,2015/16,Unclassified,5
4750,Black,All,Scotland,2015/16,First class honours,20
4751,Black,All,Scotland,2015/16,Upper second class honours,80
4752,Black,All,Scotland,2015/16,Lower second class honours,70
4753,Black,All,Scotland,2015/16,Third class honours/Pass,20
4754,Black,All,Scotland,2015/16,Unclassified,175
4755,Black,All,Wales,2015/16,First class honours,30
4756,Black,All,Wales,2015/16,Upper second class honours,135
4757,Black,All,Wales,2015/16,Lower second class honours,95
4758,Black,All,Wales,2015/16,Third class honours/Pass,25
4759,Black,All,Wales,2015/16,Unclassified,15
4760,Black,All,England,2016/17,First class honours,2505
4761,Black,All,England,2016/17,Upper second class honours,8950
4762,Black,All,England,2016/17,Lower second class honours,7255
4763,Black,All,England,2016/17,Third class honours/Pass,2315
4764,Black,All,England,2016/17,Unclassified,505
4765,Black,All,Northern Ireland,2016/17,First class honours,5
4766,Black,All,Northern Ireland,2016/17,Upper second class honours,15
4767,Black,All,Northern Ireland,2016/17,Lower second class honours,15
4768,Black,All,Northern Ireland,2016/17,Third class honours/Pass,0
4769,Black,All,Northern Ireland,2016/17,Unclassified,5
4770,Black,All,Scotland,2016/17,First class honours,20
4771,Black,All,Scotland,2016/17,Upper second class honours,120
4772,Black,All,Scotland,2016/17,Lower second class honours,85
4773,Black,All,Scotland,2016/17,Third class honours/Pass,30
4774,Black,All,Scotland,2016/17,Unclassified,180
4775,Black,All,Wales,2016/17,First class honours,40
4776,Black,All,Wales,2016/17,Upper second class honours,155
4777,Black,All,Wales,2016/17,Lower second class honours,115
4778,Black,All,Wales,2016/17,Third class honours/Pass,35
4779,Black,All,Wales,2016/17,Unclassified,15
4780,Black,All,England,2017/18,First class honours,2950
4781,Black,All,England,2017/18,Upper second class honours,9375
4782,Black,All,England,2017/18,Lower second class honours,7425
4783,Black,All,England,2017/18,Third class honours/Pass,2215
4784,Black,All,England,2017/18,Unclassified,530
4785,Black,All,Northern Ireland,2017/18,First class honours,5
4786,Black,All,Northern Ireland,2017/18,Upper second class honours,10
4787,Black,All,Northern Ireland,2017/18,Lower second class honours,10
4788,Black,All,Northern Ireland,2017/18,Third class honours/Pass,5
4789,Black,All,Northern Ireland,2017/18,Unclassified,0
4790,Black,All,Scotland,2017/18,First class honours,40
4791,Black,All,Scotland,2017/18,Upper second class honours,95
4792,Black,All,Scotland,2017/18,Lower second class honours,100
4793,Black,All,Scotland,2017/18,Third class honours/Pass,25
4794,Black,All,Scotland,2017/18,Unclassified,195
4795,Black,All,Wales,2017/18,First class honours,50
4796,Black,All,Wales,2017/18,Upper second class honours,140
4797,Black,All,Wales,2017/18,Lower second class honours,150
4798,Black,All,Wales,2017/18,Third class honours/Pass,25
4799,Black,All,Wales,2017/18,Unclassified,20
4800,Black,All,England,2018/19,First class honours,3180
4801,Black,All,England,2018/19,Upper second class honours,9885
4802,Black,All,England,2018/19,Lower second class honours,7285
4803,Black,All,England,2018/19,Third class honours/Pass,2285
4804,Black,All,England,2018/19,Unclassified,445
4805,Black,All,Northern Ireland,2018/19,First class honours,0
4806,Black,All,Northern Ireland,2018/19,Upper second class honours,10
4807,Black,All,Northern Ireland,2018/19,Lower second class honours,10
4808,Black,All,Northern Ireland,2018/19,Third class honours/Pass,0
4809,Black,All,Northern Ireland,2018/19,Unclassified,5
4810,Black,All,Scotland,2018/19,First class honours,30
4811,Black,All,Scotland,2018/19,Upper second class honours,125
4812,Black,All,Scotland,2018/19,Lower second class honours,90
4813,Black,All,Scotland,2018/19,Third class honours/Pass,25
4814,Black,All,Scotland,2018/19,Unclassified,260
4815,Black,All,Wales,2018/19,First class honours,55
4816,Black,All,Wales,2018/19,Upper second class honours,155
4817,Black,All,Wales,2018/19,Lower second class honours,120
4818,Black,All,Wales,2018/19,Third class honours/Pass,35
4819,Black,All,Wales,2018/19,Unclassified,15
4820,Black,All,England,2019/20,First class honours,4205
4821,Black,All,England,2019/20,Upper second class honours,10300
4822,Black,All,England,2019/20,Lower second class honours,6025
4823,Black,All,England,2019/20,Third class honours/Pass,1510
4824,Black,All,England,2019/20,Unclassified,560
4825,Black,All,Northern Ireland,2019/20,First class honours,5
4826,Black,All,Northern Ireland,2019/20,Upper second class honours,20
4827,Black,All,Northern Ireland,2019/20,Lower second class honours,10
4828,Black,All,Northern Ireland,2019/20,Third class honours/Pass,0
4829,Black,All,Northern Ireland,2019/20,Unclassified,5
4830,Black,All,Scotland,2019/20,First class honours,55
4831,Black,All,Scotland,2019/20,Upper second class honours,140
4832,Black,All,Scotland,2019/20,Lower second class honours,80
4833,Black,All,Scotland,2019/20,Third class honours/Pass,15
4834,Black,All,Scotland,2019/20,Unclassified,165
4835,Black,All,Wales,2019/20,First class honours,75
4836,Black,All,Wales,2019/20,Upper second class honours,180
4837,Black,All,Wales,2019/20,Lower second class honours,130
4838,Black,All,Wales,2019/20,Third class honours/Pass,25
4839,Black,All,Wales,2019/20,Unclassified,20
4840,Black,All,All,2014/15,First class honours,1910
4841,Black,All,All,2014/15,Upper second class honours,8045
4842,Black,All,All,2014/15,Lower second class honours,7365
4843,Black,All,All,2014/15,Third class honours/Pass,2275
4844,Black,All,All,2014/15,Unclassified,725
4845,Black,All,All,2015/16,First class honours,2195
4846,Black,All,All,2015/16,Upper second class honours,8640
4847,Black,All,All,2015/16,Lower second class honours,7420
4848,Black,All,All,2015/16,Third class honours/Pass,2375
4849,Black,All,All,2015/16,Unclassified,775
4850,Black,All,All,2016/17,First class honours,2575
4851,Black,All,All,2016/17,Upper second class honours,9240
4852,Black,All,All,2016/17,Lower second class honours,7470
4853,Black,All,All,2016/17,Third class honours/Pass,2380
4854,Black,All,All,2016/17,Unclassified,700
4855,Black,All,All,2017/18,First class honours,3040
4856,Black,All,All,2017/18,Upper second class honours,9620
4857,Black,All,All,2017/18,Lower second class honours,7685
4858,Black,All,All,2017/18,Third class honours/Pass,2270
4859,Black,All,All,2017/18,Unclassified,745
4860,Black,All,All,2018/19,First class honours,3265
4861,Black,All,All,2018/19,Upper second class honours,10170
4862,Black,All,All,2018/19,Lower second class honours,7505
4863,Black,All,All,2018/19,Third class honours/Pass,2345
4864,Black,All,All,2018/19,Unclassified,720
4865,Black,All,All,2019/20,First class honours,4340
4866,Black,All,All,2019/20,Upper second class honours,10640
4867,Black,All,All,2019/20,Lower second class honours,6245
4868,Black,All,All,2019/20,Third class honours/Pass,1555
4869,Black,All,All,2019/20,Unclassified,750
4870,Black,Full-time,All,2014/15,First class honours,1805
4871,Black,Full-time,All,2014/15,Upper second class honours,7495
4872,Black,Full-time,All,2014/15,Lower second class honours,6245
4873,Black,Full-time,All,2014/15,Third class honours/Pass,1530
4874,Black,Full-time,All,2014/15,Unclassified,550
4875,Black,Full-time,All,2015/16,First class honours,2120
4876,Black,Full-time,All,2015/16,Upper second class honours,8145
4877,Black,Full-time,All,2015/16,Lower second class honours,6535
4878,Black,Full-time,All,2015/16,Third class honours/Pass,1685
4879,Black,Full-time,All,2015/16,Unclassified,600
4880,Black,Full-time,All,2016/17,First class honours,2500
4881,Black,Full-time,All,2016/17,Upper second class honours,8785
4882,Black,Full-time,All,2016/17,Lower second class honours,6630
4883,Black,Full-time,All,2016/17,Third class honours/Pass,1700
4884,Black,Full-time,All,2016/17,Unclassified,575
4885,Black,Full-time,All,2017/18,First class honours,2935
4886,Black,Full-time,All,2017/18,Upper second class honours,9185
4887,Black,Full-time,All,2017/18,Lower second class honours,6785
4888,Black,Full-time,All,2017/18,Third class honours/Pass,1645
4889,Black,Full-time,All,2017/18,Unclassified,610
4890,Black,Full-time,All,2018/19,First class honours,3170
4891,Black,Full-time,All,2018/19,Upper second class honours,9710
4892,Black,Full-time,All,2018/19,Lower second class honours,6720
4893,Black,Full-time,All,2018/19,Third class honours/Pass,1730
4894,Black,Full-time,All,2018/19,Unclassified,605
4895,Black,Full-time,All,2019/20,First class honours,4250
4896,Black,Full-time,All,2019/20,Upper second class honours,10250
4897,Black,Full-time,All,2019/20,Lower second class honours,5580
4898,Black,Full-time,All,2019/20,Third class honours/Pass,1130
4899,Black,Full-time,All,2019/20,Unclassified,665
4900,Black,Part-time,All,2014/15,First class honours,105
4901,Black,Part-time,All,2014/15,Upper second class honours,555
4902,Black,Part-time,All,2014/15,Lower second class honours,1120
4903,Black,Part-time,All,2014/15,Third class honours/Pass,750
4904,Black,Part-time,All,2014/15,Unclassified,175
4905,Black,Part-time,All,2015/16,First class honours,70
4906,Black,Part-time,All,2015/16,Upper second class honours,490
4907,Black,Part-time,All,2015/16,Lower second class honours,885
4908,Black,Part-time,All,2015/16,Third class honours/Pass,690
4909,Black,Part-time,All,2015/16,Unclassified,170
4910,Black,Part-time,All,2016/17,First class honours,75
4911,Black,Part-time,All,2016/17,Upper second class honours,455
4912,Black,Part-time,All,2016/17,Lower second class honours,840
4913,Black,Part-time,All,2016/17,Third class honours/Pass,680
4914,Black,Part-time,All,2016/17,Unclassified,125
4915,Black,Part-time,All,2017/18,First class honours,110
4916,Black,Part-time,All,2017/18,Upper second class honours,435
4917,Black,Part-time,All,2017/18,Lower second class honours,900
4918,Black,Part-time,All,2017/18,Third class honours/Pass,625
4919,Black,Part-time,All,2017/18,Unclassified,135
4920,Black,Part-time,All,2018/19,First class honours,95
4921,Black,Part-time,All,2018/19,Upper second class honours,460
4922,Black,Part-time,All,2018/19,Lower second class honours,785
4923,Black,Part-time,All,2018/19,Third class honours/Pass,615
4924,Black,Part-time,All,2018/19,Unclassified,115
4925,Black,Part-time,All,2019/20,First class honours,90
4926,Black,Part-time,All,2019/20,Upper second class honours,385
4927,Black,Part-time,All,2019/20,Lower second class honours,665
4928,Black,Part-time,All,2019/20,Third class honours/Pass,425
4929,Black,Part-time,All,2019/20,Unclassified,90
4930,Asian,Full-time,England,2014/15,First class honours,4895
4931,Asian,Full-time,England,2014/15,Upper second class honours,12890
4932,Asian,Full-time,England,2014/15,Lower second class honours,7155
4933,Asian,Full-time,England,2014/15,Third class honours/Pass,1360
4934,Asian,Full-time,England,2014/15,Unclassified,2040
4935,Asian,Part-time,England,2014/15,First class honours,165
4936,Asian,Part-time,England,2014/15,Upper second class honours,600
4937,Asian,Part-time,England,2014/15,Lower second class honours,855
4938,Asian,Part-time,England,2014/15,Third class honours/Pass,525
4939,Asian,Part-time,England,2014/15,Unclassified,150
4940,Asian,Full-time,Northern Ireland,2014/15,First class honours,10
4941,Asian,Full-time,Northern Ireland,2014/15,Upper second class honours,30
4942,Asian,Full-time,Northern Ireland,2014/15,Lower second class honours,15
4943,Asian,Full-time,Northern Ireland,2014/15,Third class honours/Pass,0
4944,Asian,Full-time,Northern Ireland,2014/15,Unclassified,0
4945,Asian,Part-time,Northern Ireland,2014/15,First class honours,0
4946,Asian,Part-time,Northern Ireland,2014/15,Upper second class honours,0
4947,Asian,Part-time,Northern Ireland,2014/15,Lower second class honours,0
4948,Asian,Part-time,Northern Ireland,2014/15,Third class honours/Pass,0
4949,Asian,Part-time,Northern Ireland,2014/15,Unclassified,0
4950,Asian,Full-time,Scotland,2014/15,First class honours,110
4951,Asian,Full-time,Scotland,2014/15,Upper second class honours,355
4952,Asian,Full-time,Scotland,2014/15,Lower second class honours,185
4953,Asian,Full-time,Scotland,2014/15,Third class honours/Pass,30
4954,Asian,Full-time,Scotland,2014/15,Unclassified,340
4955,Asian,Part-time,Scotland,2014/15,First class honours,5
4956,Asian,Part-time,Scotland,2014/15,Upper second class honours,5
4957,Asian,Part-time,Scotland,2014/15,Lower second class honours,5
4958,Asian,Part-time,Scotland,2014/15,Third class honours/Pass,5
4959,Asian,Part-time,Scotland,2014/15,Unclassified,75
4960,Asian,Full-time,Wales,2014/15,First class honours,70
4961,Asian,Full-time,Wales,2014/15,Upper second class honours,245
4962,Asian,Full-time,Wales,2014/15,Lower second class honours,170
4963,Asian,Full-time,Wales,2014/15,Third class honours/Pass,40
4964,Asian,Full-time,Wales,2014/15,Unclassified,30
4965,Asian,Part-time,Wales,2014/15,First class honours,0
4966,Asian,Part-time,Wales,2014/15,Upper second class honours,5
4967,Asian,Part-time,Wales,2014/15,Lower second class honours,5
4968,Asian,Part-time,Wales,2014/15,Third class honours/Pass,5
4969,Asian,Part-time,Wales,2014/15,Unclassified,5
4970,Asian,Full-time,England,2015/16,First class honours,5345
4971,Asian,Full-time,England,2015/16,Upper second class honours,13750
4972,Asian,Full-time,England,2015/16,Lower second class honours,7360
4973,Asian,Full-time,England,2015/16,Third class honours/Pass,1470
4974,Asian,Full-time,England,2015/16,Unclassified,2040
4975,Asian,Part-time,England,2015/16,First class honours,130
4976,Asian,Part-time,England,2015/16,Upper second class honours,515
4977,Asian,Part-time,England,2015/16,Lower second class honours,755
4978,Asian,Part-time,England,2015/16,Third class honours/Pass,500
4979,Asian,Part-time,England,2015/16,Unclassified,145
4980,Asian,Full-time,Northern Ireland,2015/16,First class honours,20
4981,Asian,Full-time,Northern Ireland,2015/16,Upper second class honours,35
4982,Asian,Full-time,Northern Ireland,2015/16,Lower second class honours,20
4983,Asian,Full-time,Northern Ireland,2015/16,Third class honours/Pass,5
4984,Asian,Full-time,Northern Ireland,2015/16,Unclassified,10
4985,Asian,Part-time,Northern Ireland,2015/16,First class honours,0
4986,Asian,Part-time,Northern Ireland,2015/16,Upper second class honours,0
4987,Asian,Part-time,Northern Ireland,2015/16,Lower second class honours,5
4988,Asian,Part-time,Northern Ireland,2015/16,Third class honours/Pass,0
4989,Asian,Part-time,Northern Ireland,2015/16,Unclassified,0
4990,Asian,Full-time,Scotland,2015/16,First class honours,145
4991,Asian,Full-time,Scotland,2015/16,Upper second class honours,445
4992,Asian,Full-time,Scotland,2015/16,Lower second class honours,215
4993,Asian,Full-time,Scotland,2015/16,Third class honours/Pass,25
4994,Asian,Full-time,Scotland,2015/16,Unclassified,360
4995,Asian,Part-time,Scotland,2015/16,First class honours,0
4996,Asian,Part-time,Scotland,2015/16,Upper second class honours,5
4997,Asian,Part-time,Scotland,2015/16,Lower second class honours,5
4998,Asian,Part-time,Scotland,2015/16,Third class honours/Pass,5
4999,Asian,Part-time,Scotland,2015/16,Unclassified,30
5000,Asian,Full-time,Wales,2015/16,First class honours,100
