Category marker,Category,Mode of study,Country of HE provider,Academic year,Classification of first degree,Number
Disability Status,Known disability,Part-time,Northern Ireland,2015/16,Lower second class honours,30
Disability Status,Known disability,Part-time,Northern Ireland,2015/16,Third class honours/Pass,10
Disability Status,Known disability,Part-time,Northern Ireland,2015/16,Unclassified,10
Disability Status,Known disability,Full-time,Scotland,2015/16,First class honours,570
Disability Status,Known disability,Full-time,Scotland,2015/16,Upper second class honours,1380
Disability Status,Known disability,Full-time,Scotland,2015/16,Lower second class honours,545
Disability Status,Known disability,Full-time,Scotland,2015/16,Third class honours/Pass,100
Disability Status,Known disability,Full-time,Scotland,2015/16,Unclassified,905
Disability Status,Known disability,Part-time,Scotland,2015/16,First class honours,25
Disability Status,Known disability,Part-time,Scotland,2015/16,Upper second class honours,70
Disability Status,Known disability,Part-time,Scotland,2015/16,Lower second class honours,55
Disability Status,Known disability,Part-time,Scotland,2015/16,Third class honours/Pass,40
Disability Status,Known disability,Part-time,Scotland,2015/16,Unclassified,155
Disability Status,Known disability,Full-time,Wales,2015/16,First class honours,490
Disability Status,Known disability,Full-time,Wales,2015/16,Upper second class honours,1135
Disability Status,Known disability,Full-time,Wales,2015/16,Lower second class honours,615
Disability Status,Known disability,Full-time,Wales,2015/16,Third class honours/Pass,120
Disability Status,Known disability,Full-time,Wales,2015/16,Unclassified,65
Disability Status,Known disability,Part-time,Wales,2015/16,First class honours,20
Disability Status,Known disability,Part-time,Wales,2015/16,Upper second class honours,50
Disability Status,Known disability,Part-time,Wales,2015/16,Lower second class honours,35
Disability Status,Known disability,Part-time,Wales,2015/16,Third class honours/Pass,20
Disability Status,Known disability,Part-time,Wales,2015/16,Unclassified,15
Disability Status,Known disability,Full-time,England,2016/17,First class honours,9260
Disability Status,Known disability,Full-time,England,2016/17,Upper second class honours,19060
Disability Status,Known disability,Full-time,England,2016/17,Lower second class honours,7685
Disability Status,Known disability,Full-time,England,2016/17,Third class honours/Pass,1560
Disability Status,Known disability,Full-time,England,2016/17,Unclassified,1215
Disability Status,Known disability,Part-time,England,2016/17,First class honours,585
Disability Status,Known disability,Part-time,England,2016/17,Upper second class honours,1300
Disability Status,Known disability,Part-time,England,2016/17,Lower second class honours,1125
Disability Status,Known disability,Part-time,England,2016/17,Third class honours/Pass,665
Disability Status,Known disability,Part-time,England,2016/17,Unclassified,290
Disability Status,Known disability,Full-time,Northern Ireland,2016/17,First class honours,175
Disability Status,Known disability,Full-time,Northern Ireland,2016/17,Upper second class honours,450
Disability Status,Known disability,Full-time,Northern Ireland,2016/17,Lower second class honours,210
Disability Status,Known disability,Full-time,Northern Ireland,2016/17,Third class honours/Pass,25
Disability Status,Known disability,Full-time,Northern Ireland,2016/17,Unclassified,25
Disability Status,Known disability,Part-time,Northern Ireland,2016/17,First class honours,20
Disability Status,Known disability,Part-time,Northern Ireland,2016/17,Upper second class honours,55
Disability Status,Known disability,Part-time,Northern Ireland,2016/17,Lower second class honours,30
Disability Status,Known disability,Part-time,Northern Ireland,2016/17,Third class honours/Pass,15
Disability Status,Known disability,Part-time,Northern Ireland,2016/17,Unclassified,10
Disability Status,Known disability,Full-time,Scotland,2016/17,First class honours,620
Disability Status,Known disability,Full-time,Scotland,2016/17,Upper second class honours,1585
Disability Status,Known disability,Full-time,Scotland,2016/17,Lower second class honours,535
Disability Status,Known disability,Full-time,Scotland,2016/17,Third class honours/Pass,105
Disability Status,Known disability,Full-time,Scotland,2016/17,Unclassified,955
Disability Status,Known disability,Part-time,Scotland,2016/17,First class honours,25
Disability Status,Known disability,Part-time,Scotland,2016/17,Upper second class honours,80
Disability Status,Known disability,Part-time,Scotland,2016/17,Lower second class honours,85
Disability Status,Known disability,Part-time,Scotland,2016/17,Third class honours/Pass,40
Disability Status,Known disability,Part-time,Scotland,2016/17,Unclassified,145
Disability Status,Known disability,Full-time,Wales,2016/17,First class honours,635
Disability Status,Known disability,Full-time,Wales,2016/17,Upper second class honours,1285
Disability Status,Known disability,Full-time,Wales,2016/17,Lower second class honours,645
Disability Status,Known disability,Full-time,Wales,2016/17,Third class honours/Pass,125
Disability Status,Known disability,Full-time,Wales,2016/17,Unclassified,70
Disability Status,Known disability,Part-time,Wales,2016/17,First class honours,35
Disability Status,Known disability,Part-time,Wales,2016/17,Upper second class honours,60
Disability Status,Known disability,Part-time,Wales,2016/17,Lower second class honours,50
Disability Status,Known disability,Part-time,Wales,2016/17,Third class honours/Pass,25
Disability Status,Known disability,Part-time,Wales,2016/17,Unclassified,15
Disability Status,Known disability,Full-time,England,2017/18,First class honours,10870
Disability Status,Known disability,Full-time,England,2017/18,Upper second class honours,20290
Disability Status,Known disability,Full-time,England,2017/18,Lower second class honours,8035
Disability Status,Known disability,Full-time,England,2017/18,Third class honours/Pass,1545
Disability Status,Known disability,Full-time,England,2017/18,Unclassified,1335
Disability Status,Known disability,Part-time,England,2017/18,First class honours,560
Disability Status,Known disability,Part-time,England,2017/18,Upper second class honours,1145
Disability Status,Known disability,Part-time,England,2017/18,Lower second class honours,1015
Disability Status,Known disability,Part-time,England,2017/18,Third class honours/Pass,625
Disability Status,Known disability,Part-time,England,2017/18,Unclassified,195
Disability Status,Known disability,Full-time,Northern Ireland,2017/18,First class honours,205
Disability Status,Known disability,Full-time,Northern Ireland,2017/18,Upper second class honours,405
Disability Status,Known disability,Full-time,Northern Ireland,2017/18,Lower second class honours,180
Disability Status,Known disability,Full-time,Northern Ireland,2017/18,Third class honours/Pass,25
Disability Status,Known disability,Full-time,Northern Ireland,2017/18,Unclassified,20
Disability Status,Known disability,Part-time,Northern Ireland,2017/18,First class honours,20
Disability Status,Known disability,Part-time,Northern Ireland,2017/18,Upper second class honours,50
Disability Status,Known disability,Part-time,Northern Ireland,2017/18,Lower second class honours,35
Disability Status,Known disability,Part-time,Northern Ireland,2017/18,Third class honours/Pass,10
Disability Status,Known disability,Part-time,Northern Ireland,2017/18,Unclassified,5
Disability Status,Known disability,Full-time,Scotland,2017/18,First class honours,740
Disability Status,Known disability,Full-time,Scotland,2017/18,Upper second class honours,1735
Disability Status,Known disability,Full-time,Scotland,2017/18,Lower second class honours,570
Disability Status,Known disability,Full-time,Scotland,2017/18,Third class honours/Pass,125
Disability Status,Known disability,Full-time,Scotland,2017/18,Unclassified,1125
Disability Status,Known disability,Part-time,Scotland,2017/18,First class honours,35
Disability Status,Known disability,Part-time,Scotland,2017/18,Upper second class honours,75
Disability Status,Known disability,Part-time,Scotland,2017/18,Lower second class honours,75
Disability Status,Known disability,Part-time,Scotland,2017/18,Third class honours/Pass,50
Disability Status,Known disability,Part-time,Scotland,2017/18,Unclassified,120
Disability Status,Known disability,Full-time,Wales,2017/18,First class honours,660
Disability Status,Known disability,Full-time,Wales,2017/18,Upper second class honours,1385
Disability Status,Known disability,Full-time,Wales,2017/18,Lower second class honours,585
Disability Status,Known disability,Full-time,Wales,2017/18,Third class honours/Pass,110
